STREET1,STREET2,DIRECTION,LOCATION,daily_temperature,daily_precipitation,datetime_bin_start,datetime_bin_end,volume
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 7:00:00 PM,2018-05-31 8:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 6:00:00 PM,2018-05-31 7:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 5:00:00 PM,2018-05-31 6:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 4:00:00 PM,2018-05-31 5:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 3:00:00 PM,2018-05-31 4:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 2:00:00 PM,2018-05-31 3:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 1:00:00 PM,2018-05-31 2:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 12:00:00 PM,2018-05-31 1:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 11:00:00 AM,2018-05-31 12:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 10:00:00 AM,2018-05-31 11:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 9:00:00 AM,2018-05-31 10:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 8:00:00 AM,2018-05-31 9:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 7:00:00 AM,2018-05-31 8:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 6:00:00 AM,2018-05-31 7:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 5:00:00 AM,2018-05-31 6:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 4:00:00 AM,2018-05-31 5:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 3:00:00 AM,2018-05-31 4:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 2:00:00 AM,2018-05-31 3:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 1:00:00 AM,2018-05-31 2:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,29,10,2018-05-31 12:00:00 AM,2018-05-31 1:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 11:00:00 PM,2018-05-31 12:00:00 AM,1
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 10:00:00 PM,2018-05-30 11:00:00 PM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 9:00:00 PM,2018-05-30 10:00:00 PM,2
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 8:00:00 PM,2018-05-30 9:00:00 PM,5
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 7:00:00 PM,2018-05-30 8:00:00 PM,6
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 6:00:00 PM,2018-05-30 7:00:00 PM,7
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 5:00:00 PM,2018-05-30 6:00:00 PM,10
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 4:00:00 PM,2018-05-30 5:00:00 PM,11
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 3:00:00 PM,2018-05-30 4:00:00 PM,5
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 2:00:00 PM,2018-05-30 3:00:00 PM,6
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 1:00:00 PM,2018-05-30 2:00:00 PM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 12:00:00 PM,2018-05-30 1:00:00 PM,4
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 11:00:00 AM,2018-05-30 12:00:00 PM,4
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 10:00:00 AM,2018-05-30 11:00:00 AM,7
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 9:00:00 AM,2018-05-30 10:00:00 AM,8
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 8:00:00 AM,2018-05-30 9:00:00 AM,8
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 7:00:00 AM,2018-05-30 8:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 6:00:00 AM,2018-05-30 7:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 5:00:00 AM,2018-05-30 6:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 4:00:00 AM,2018-05-30 5:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 3:00:00 AM,2018-05-30 4:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 2:00:00 AM,2018-05-30 3:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 1:00:00 AM,2018-05-30 2:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,27,0,2018-05-30 12:00:00 AM,2018-05-30 1:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 11:00:00 PM,2018-05-31 12:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 10:00:00 PM,2018-05-30 11:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 9:00:00 PM,2018-05-30 10:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 8:00:00 PM,2018-05-30 9:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 7:00:00 PM,2018-05-30 8:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 6:00:00 PM,2018-05-30 7:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 5:00:00 PM,2018-05-30 6:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 4:00:00 PM,2018-05-30 5:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 3:00:00 PM,2018-05-30 4:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 2:00:00 PM,2018-05-30 3:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 1:00:00 PM,2018-05-30 2:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 12:00:00 PM,2018-05-30 1:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 11:00:00 AM,2018-05-30 12:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 10:00:00 AM,2018-05-30 11:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 9:00:00 AM,2018-05-30 10:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 8:00:00 AM,2018-05-30 9:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 7:00:00 AM,2018-05-30 8:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 6:00:00 AM,2018-05-30 7:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 5:00:00 AM,2018-05-30 6:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 4:00:00 AM,2018-05-30 5:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 3:00:00 AM,2018-05-30 4:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 2:00:00 AM,2018-05-30 3:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 1:00:00 AM,2018-05-30 2:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-30 12:00:00 AM,2018-05-30 1:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 11:00:00 PM,2018-05-30 12:00:00 AM,1
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 10:00:00 PM,2018-05-29 11:00:00 PM,1
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 9:00:00 PM,2018-05-29 10:00:00 PM,2
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 8:00:00 PM,2018-05-29 9:00:00 PM,3
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 7:00:00 PM,2018-05-29 8:00:00 PM,10
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 6:00:00 PM,2018-05-29 7:00:00 PM,5
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 5:00:00 PM,2018-05-29 6:00:00 PM,9
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 4:00:00 PM,2018-05-29 5:00:00 PM,8
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 3:00:00 PM,2018-05-29 4:00:00 PM,4
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 2:00:00 PM,2018-05-29 3:00:00 PM,6
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 1:00:00 PM,2018-05-29 2:00:00 PM,4
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 12:00:00 PM,2018-05-29 1:00:00 PM,3
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 11:00:00 AM,2018-05-29 12:00:00 PM,1
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 10:00:00 AM,2018-05-29 11:00:00 AM,4
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 9:00:00 AM,2018-05-29 10:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 8:00:00 AM,2018-05-29 9:00:00 AM,3
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 7:00:00 AM,2018-05-29 8:00:00 AM,5
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 6:00:00 AM,2018-05-29 7:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 5:00:00 AM,2018-05-29 6:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 4:00:00 AM,2018-05-29 5:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 3:00:00 AM,2018-05-29 4:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 2:00:00 AM,2018-05-29 3:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 1:00:00 AM,2018-05-29 2:00:00 AM,0
ROGERS RD,CALEDONIA RD,Eastbound,ROGERS RD EB E OF CALEDONIA RD,26,0,2018-05-29 12:00:00 AM,2018-05-29 1:00:00 AM,1
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 11:00:00 PM,2018-05-30 12:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 10:00:00 PM,2018-05-29 11:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 9:00:00 PM,2018-05-29 10:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 8:00:00 PM,2018-05-29 9:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 7:00:00 PM,2018-05-29 8:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 6:00:00 PM,2018-05-29 7:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 5:00:00 PM,2018-05-29 6:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 4:00:00 PM,2018-05-29 5:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 3:00:00 PM,2018-05-29 4:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 2:00:00 PM,2018-05-29 3:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 1:00:00 PM,2018-05-29 2:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 12:00:00 PM,2018-05-29 1:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 11:00:00 AM,2018-05-29 12:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 10:00:00 AM,2018-05-29 11:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 9:00:00 AM,2018-05-29 10:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 8:00:00 AM,2018-05-29 9:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 7:00:00 AM,2018-05-29 8:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 6:00:00 AM,2018-05-29 7:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 5:00:00 AM,2018-05-29 6:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 4:00:00 AM,2018-05-29 5:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 3:00:00 AM,2018-05-29 4:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 2:00:00 AM,2018-05-29 3:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 1:00:00 AM,2018-05-29 2:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,26,0,2018-05-29 12:00:00 AM,2018-05-29 1:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 11:00:00 PM,2018-05-29 12:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 10:00:00 PM,2018-05-28 11:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 9:00:00 PM,2018-05-28 10:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 8:00:00 PM,2018-05-28 9:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 7:00:00 PM,2018-05-28 8:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 6:00:00 PM,2018-05-28 7:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 5:00:00 PM,2018-05-28 6:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 4:00:00 PM,2018-05-28 5:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 3:00:00 PM,2018-05-28 4:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 2:00:00 PM,2018-05-28 3:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 1:00:00 PM,2018-05-28 2:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 12:00:00 PM,2018-05-28 1:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 11:00:00 AM,2018-05-28 12:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 10:00:00 AM,2018-05-28 11:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 9:00:00 AM,2018-05-28 10:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 8:00:00 AM,2018-05-28 9:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 7:00:00 AM,2018-05-28 8:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 6:00:00 AM,2018-05-28 7:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 5:00:00 AM,2018-05-28 6:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 4:00:00 AM,2018-05-28 5:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 3:00:00 AM,2018-05-28 4:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 2:00:00 AM,2018-05-28 3:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 1:00:00 AM,2018-05-28 2:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,30,0,2018-05-28 12:00:00 AM,2018-05-28 1:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 11:00:00 PM,2018-05-28 12:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 10:00:00 PM,2018-05-27 11:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 9:00:00 PM,2018-05-27 10:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 8:00:00 PM,2018-05-27 9:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 7:00:00 PM,2018-05-27 8:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 6:00:00 PM,2018-05-27 7:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 5:00:00 PM,2018-05-27 6:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 4:00:00 PM,2018-05-27 5:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 3:00:00 PM,2018-05-27 4:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 2:00:00 PM,2018-05-27 3:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 1:00:00 PM,2018-05-27 2:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 12:00:00 PM,2018-05-27 1:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 11:00:00 AM,2018-05-27 12:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 10:00:00 AM,2018-05-27 11:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 9:00:00 AM,2018-05-27 10:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 8:00:00 AM,2018-05-27 9:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 7:00:00 AM,2018-05-27 8:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 6:00:00 AM,2018-05-27 7:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 5:00:00 AM,2018-05-27 6:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 4:00:00 AM,2018-05-27 5:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 3:00:00 AM,2018-05-27 4:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 2:00:00 AM,2018-05-27 3:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 1:00:00 AM,2018-05-27 2:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-27 12:00:00 AM,2018-05-27 1:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-26 11:00:00 PM,2018-05-27 12:00:00 AM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-26 10:00:00 PM,2018-05-26 11:00:00 PM,0
ROGERS RD,CALEDONIA RD,Westbound,ROGERS RD WB E OF CALEDONIA RD,27,0,2018-05-26 9:00:00 PM,2018-05-26 10:00:00 PM,0
