DATEEFFECTIVE,INTERSECTIONDESC,CLASSIFICATION,CLASSIFICATIONDESC,geometry,MODGEOMETRY
2008-12-12 4:22:46 AM,DELMA DR / STEPHNEY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5515040529, 43.6053112666)}"," (-79.5515040529, 43.6053112666)"
2008-12-12 4:22:46 AM,DELMA DR / GAIR DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5512899268, 43.6048746673)}"," (-79.5512899268, 43.6048746673)"
2008-12-12 4:22:46 AM,DELMA DR / GAIR DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5506002718, 43.6062962828)}"," (-79.5506002718, 43.6062962828)"
2008-12-12 4:22:46 AM,SAVONA DR / ECKER DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5533166138, 43.6065628408)}"," (-79.5533166138, 43.6065628408)"
2008-12-12 4:22:46 AM,RUFFORD RD / SAVONA DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.554344634, 43.6060012975)}"," (-79.554344634, 43.6060012975)"
2008-12-12 4:22:46 AM,WESTHEAD RD / SAVONA DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5568504927, 43.6054673562)}"," (-79.5568504927, 43.6054673562)"
2008-12-12 4:22:46 AM,SHERWAY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5605372045, 43.6091079817)}"," (-79.5605372045, 43.6091079817)"
2008-12-12 4:22:46 AM,SHERWAY GARDENS RD / THE WEST MALL / SHERWAY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5602750371, 43.6094194346)}"," (-79.5602750371, 43.6094194346)"
2008-12-12 4:22:46 AM,WESTON RD / GEORGE MCKENZIE CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5358018754, 43.7279708912)}"," (-79.5358018754, 43.7279708912)"
2008-12-12 4:22:46 AM,MANSTOR RD / BONCER DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5612584637, 43.6177747583)}"," (-79.5612584637, 43.6177747583)"
2008-12-12 4:22:46 AM,MANSTOR RD / NORTH QUEEN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5576700783, 43.6182154346)}"," (-79.5576700783, 43.6182154346)"
2008-12-12 4:22:46 AM,THE WEST MALL / WESTSIDE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5636034949, 43.6190131251)}"," (-79.5636034949, 43.6190131251)"
2008-12-12 4:22:46 AM,MARKLAND DR / MOUNTAIN ASH CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5717152501, 43.6281894225)}"," (-79.5717152501, 43.6281894225)"
2008-12-12 4:22:46 AM,MILL RD / BROADFIELD DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5734439725, 43.6279984495)}"," (-79.5734439725, 43.6279984495)"
2008-12-12 4:22:46 AM,MARKLAND DR / CONIFER DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5711974782, 43.6294199308)}"," (-79.5711974782, 43.6294199308)"
2008-12-12 4:22:46 AM,MARKLAND DR / SHADETREE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5710749964, 43.6301797517)}"," (-79.5710749964, 43.6301797517)"
2008-12-12 4:22:46 AM,CONIFER DR / MARKWOOD CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5721529646, 43.6294883094)}"," (-79.5721529646, 43.6294883094)"
2008-12-12 4:22:46 AM,FOREST VIEW RD / SHADETREE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5718174445, 43.6314346938)}"," (-79.5718174445, 43.6314346938)"
2008-12-12 4:22:46 AM,FOREST VIEW RD / SAPLING CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5720620887, 43.631642787)}"," (-79.5720620887, 43.631642787)"
2008-12-12 4:22:46 AM,FOREST VIEW RD / MARKLAND DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5708151437, 43.631027061)}"," (-79.5708151437, 43.631027061)"
2008-12-12 4:22:46 AM,RADWAY AVE / NEILSON DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.566306626, 43.6321983704)}"," (-79.566306626, 43.6321983704)"
2008-12-12 4:22:46 AM,NEILSON DR / NEILTREE CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5659320299, 43.6313380361)}"," (-79.5659320299, 43.6313380361)"
2008-12-12 4:22:46 AM,JEFF DR / NEILSON DR / ELMCREST CREEK TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5655811863, 43.6305214427)}"," (-79.5655811863, 43.6305214427)"
2008-12-12 4:22:46 AM,RICKSHAW AVE / JEFF DR / NEILSON DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.563486315, 43.6300396015)}"," (-79.563486315, 43.6300396015)"
2008-12-12 4:22:46 AM,KOOS RD / RADWAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5650136425, 43.6325048272)}"," (-79.5650136425, 43.6325048272)"
2008-12-12 4:22:46 AM,SEVILLE AVE / RAYSIDE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5615113322, 43.631875795)}"," (-79.5615113322, 43.631875795)"
2008-12-12 4:22:46 AM,RAYSIDE DR / STEVENHARRIS DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.56057998, 43.6297040584)}"," (-79.56057998, 43.6297040584)"
2008-12-12 4:22:46 AM,DUNDAS ST W / THE WEST MALL / 427 C S DUNDAS RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5588961682, 43.6280458731)}"," (-79.5588961682, 43.6280458731)"
2008-12-12 4:22:46 AM,DUNDAS ST W / THE WEST MALL / 427 C S DUNDAS RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5588961682, 43.6280458731)}"," (-79.5588961682, 43.6280458731)"
2008-12-12 4:22:46 AM,THE WEST MALL / WEST MALL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5588999768, 43.627161871)}"," (-79.5588999768, 43.627161871)"
2008-12-12 4:22:46 AM,DUNDAS ST W / NEILSON DR / WEST MALL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5623728231, 43.6273428023)}"," (-79.5623728231, 43.6273428023)"
2008-12-12 4:22:46 AM,SILVER SPRINGS BLVD / RAKEWOOD CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3010877656, 43.8037423956)}"," (-79.3010877656, 43.8037423956)"
2008-12-12 4:22:46 AM,BIRCHMOUNT RD / STALEY TER,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3103716516, 43.8068904471)}"," (-79.3103716516, 43.8068904471)"
2008-12-12 4:22:46 AM,MORBANK DR / LAPWORTH CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.309403987, 43.8105342505)}"," (-79.309403987, 43.8105342505)"
2008-12-12 4:22:46 AM,KERBAR RD / DANCY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.300196744, 43.8049559829)}"," (-79.300196744, 43.8049559829)"
2008-12-12 4:22:46 AM,EAST AVE / MASTWOOD CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1346839809, 43.787997669)}"," (-79.1346839809, 43.787997669)"
2008-12-12 4:22:46 AM,50 SILVER STAR BLVD / 70 SILVER STAR BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2904256338, 43.8058693694)}"," (-79.2904256338, 43.8058693694)"
2008-12-12 4:22:46 AM,BLUE EAGLE TRL / DUNMAIL DR / EDGEWAY GT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2855306328, 43.8062167146)}"," (-79.2855306328, 43.8062167146)"
2008-12-12 4:22:46 AM,BUSHMILLS SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2817367852, 43.8062006032)}"," (-79.2817367852, 43.8062006032)"
2008-12-12 4:22:46 AM,SOUTH SHIELDS AVE / HAVEN HILL SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2867899236, 43.8075062026)}"," (-79.2867899236, 43.8075062026)"
2008-12-12 4:22:46 AM,BRIMWOOD BLVD / 15 BRIMWOOD BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2791927451, 43.8111817992)}"," (-79.2791927451, 43.8111817992)"
2008-12-12 4:22:46 AM,ALEXMUIR BLVD / HOMEDALE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2843436503, 43.8110121257)}"," (-79.2843436503, 43.8110121257)"
2008-12-12 4:22:46 AM,CLEADON RD / ALEXMUIR BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2850437577, 43.8111844566)}"," (-79.2850437577, 43.8111844566)"
2008-12-21 1:06:55 AM,SILVER STAR BLVD / KILCULLEN CASTLE GT,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.2924969296, 43.8091658269)}"," (-79.2924969296, 43.8091658269)"
2008-12-12 4:22:46 AM,SILVER STAR BLVD / KILCULLEN CASTLE GT,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.2924969296, 43.8091658269)}"," (-79.2924969296, 43.8091658269)"
2008-12-12 4:22:46 AM,OAK ST / REGENT ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3650149123, 43.6610520401)}"," (-79.3650149123, 43.6610520401)"
2008-12-12 4:22:46 AM,PORT ROYAL TRL / BELLROCK DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.28936379, 43.8158999679)}"," (-79.28936379, 43.8158999679)"
2008-12-12 4:22:46 AM,PAXMAN RD / THE WEST MALL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5595514603, 43.6240722529)}"," (-79.5595514603, 43.6240722529)"
2008-12-12 4:22:46 AM,HIGHWAY 427 / DUNDAS ST W / DUNDAS W 427 C S RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5572584103, 43.6284120448)}"," (-79.5572584103, 43.6284120448)"
2008-12-12 4:22:46 AM,HIGHWAY 427 / DUNDAS ST W / DUNDAS W 427 C S RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5572584103, 43.6284120448)}"," (-79.5572584103, 43.6284120448)"
2008-12-12 4:22:46 AM,HIGHWAY 427 / DUNDAS ST W / DUNDAS E 427 C N RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5562891001, 43.6286586694)}"," (-79.5562891001, 43.6286586694)"
2008-12-12 4:22:46 AM,HIGHWAY 427 / DUNDAS ST W / DUNDAS E 427 C N RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5562891001, 43.6286586694)}"," (-79.5562891001, 43.6286586694)"
2008-12-12 4:22:46 AM,CLOVERDALE MALL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5553951912, 43.629556338)}"," (-79.5553951912, 43.629556338)"
2008-12-12 4:22:46 AM,YARN RD / THE EAST MALL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5537368827, 43.6323244095)}"," (-79.5537368827, 43.6323244095)"
2008-12-12 4:22:46 AM,THE EAST MALL / EAST MALL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5523386581, 43.6314359278)}"," (-79.5523386581, 43.6314359278)"
2008-12-12 4:22:46 AM,CLOVERDALE MALL / EAST MALL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5508661392, 43.6312169406)}"," (-79.5508661392, 43.6312169406)"
2008-12-12 4:22:46 AM,DUNDAS ST W / EAST MALL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5498207485, 43.630377292)}"," (-79.5498207485, 43.630377292)"
2008-12-12 4:22:46 AM,DUNDAS ST W / THE EAST MALL / 427 C N DUNDAS E RAMP / DUNDAS 427 C N RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5519223879, 43.629880245)}"," (-79.5519223879, 43.629880245)"
2008-12-12 4:22:46 AM,DUNDAS ST W / THE EAST MALL / 427 C N DUNDAS E RAMP / DUNDAS 427 C N RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5519223879, 43.629880245)}"," (-79.5519223879, 43.629880245)"
2008-12-12 4:22:46 AM,VICKERS RD / THE EAST MALL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5517707048, 43.6295615114)}"," (-79.5517707048, 43.6295615114)"
2008-12-12 4:22:46 AM,MARKHALL AVE / SILVERHILL DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5487724837, 43.6324449765)}"," (-79.5487724837, 43.6324449765)"
2008-12-12 4:22:46 AM,MYRNA LANE / DANJOHN CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2816461813, 43.8135150621)}"," (-79.2816461813, 43.8135150621)"
2008-12-12 4:22:46 AM,JAMES PARK SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2843189252, 43.8168808053)}"," (-79.2843189252, 43.8168808053)"
2008-12-12 4:22:46 AM,GOLDHAWK TRL / PHALEN CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2827412701, 43.8195570194)}"," (-79.2827412701, 43.8195570194)"
2008-12-12 4:22:46 AM,COPPERWOOD SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2928998734, 43.8203349143)}"," (-79.2928998734, 43.8203349143)"
2008-12-12 4:22:46 AM,SANWOOD BLVD / CANONGATE TRL / PURCELL SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3066969828, 43.818000635)}"," (-79.3066969828, 43.818000635)"
